valorsubv,media_ax,media_ay,media_az,max_ax,max_ay,max_az,min_ax,min_ay,min_az,q1_ax,q1_ay,q1_az,q2_ax,q2_ay,q2_az,q3_ax,q3_ay,q3_az,var_ax,var_ay,var_az,std_ax,std_ay,std_az,nivel_riesgo
1905,-0.42864,0.30812,11.65347,0.671,0.575,12.836,-2.289,-0.001,10.915,-0.954,0.1845,11.113,-0.337,0.381,11.52,0.192,0.428,11.974,0.62774395,0.027564606,0.417463149,0.792302941,0.166025918,0.646113882,0
1906,-1.2467,0.47112,12.0188,-0.01,0.763,12.598,-2.347,0.058,11.501,-1.593,0.382,11.855,-1.341,0.502,11.974,-0.479,0.573,12.267,0.46049915,0.026933226,0.1040705,0.678600877,0.164113453,0.322599597,0
1907,0.28239,0.27047,11.63274,1.147,0.527,12.257,-0.671,0.022,11.107,-0.3905,0.18825,11.484,0.359,0.286,11.542,0.957,0.382,11.972,0.397878338,0.023358529,0.141454892,0.630775981,0.152834973,0.376104895,0
1908,0.3772,0.35466,11.60012,1.651,0.671,12.239,-0.756,-0.048,10.734,-0.491,0.094,10.944,0.215,0.3895,11.829,1.377,0.576,12.093,0.82974526,0.066997024,0.316548746,0.91090354,0.258837834,0.562626648,0
1909,-1.5296,0.30262,12.98504,1.054,0.563,13.987,-2.681,0.046,10.944,-2.07275,0.19,12.454,-1.678,0.3795,13.017,-1.054,0.383,13.79025,0.63664798,0.024462476,0.562687818,0.797902237,0.156404845,0.750125202,0
1910,-0.31341,0.56408,12.86273,1.723,1.102,13.8,-2.301,0,11.974,-1.15,0.37625,12.167,-0.671,0.5015,12.9085,0.88575,0.77575,13.45925,1.379538222,0.124519454,0.450189717,1.17453745,0.352873141,0.670961785,0
1911,0.69556,0.22261,12.27575,1.918,0.385,12.646,-0.91,0,11.926,-0.814,0.19,12.071,1.0525,0.196,12.238,1.916,0.359,12.451,1.397587626,0.014607238,0.054186547,1.182196103,0.120860407,0.232780041,0
1912,0.86233,0.29899,11.8292,1.915,0.579,12.357,0.084,0.093,11.107,0.28675,0.1915,11.30375,0.751,0.286,12.071,1.34375,0.382,12.251,0.384012581,0.01917969,0.21214656,0.619687487,0.138490757,0.460593704,0
1913,1.20839,0.21141,11.42555,1.718,0.382,11.876,0.771,0.046,11.113,0.957,0.094,11.304,1.149,0.19,11.4,1.437,0.359,11.507,0.073060458,0.012782522,0.032582387,0.270296981,0.113059816,0.180505921,0
1914,0.70141,0.35666,11.55668,1.34,0.719,12.453,0.359,-0.046,10.74,0.394,0.08125,10.92,0.4785,0.49,11.71,1.144,0.575,12.023,0.129955442,0.070942484,0.288928258,0.360493331,0.266350304,0.537520472,0
1915,1.78669,0.15111,11.28439,3.82,0.575,13.03,0.383,-0.048,9.772,0.754,0.01,10.153,1.095,0.144,11.016,3.4125,0.2125,12.263,1.684191214,0.021417578,1.098280638,1.297763928,0.146347456,1.047988854,0
1916,0.33007,0.21974,12.20666,3.639,0.383,13.029,-1.151,-0.006,10.345,-0.765,0.19,12.071,-0.383,0.196,12.4475,0.97,0.347,12.825,2.332747605,0.013405292,0.621352764,1.527333495,0.115781226,0.788259326,0
1917,1.66688,0.49158,11.66714,3.063,1.052,12.249,-1.055,-0.073,11.113,0.29325,0.09375,11.50025,2.108,0.4785,11.593,3.054,0.88725,11.884,2.112342486,0.156580224,0.07368558,1.453389998,0.395702191,0.27145088,0
1918,1.17492,0.04439,12.28219,2.85,0.335,12.813,-0.094,-0.192,11.507,-0.01275,-0.048,12.239,1.5325,0.084,12.28,1.70725,0.09325,12.35725,0.845151814,0.013122938,0.064342074,0.919321388,0.114555392,0.253657395,0
1919,2.25117,0.07006,11.77195,2.491,0.24,12.647,1.916,-0.096,11.111,2.109,-0.012,11.388,2.275,0.022,11.686,2.301,0.189,12.119,0.031480101,0.010118536,0.242728988,0.177426326,0.100590936,0.492675337,0
1920,1.82891,0.15436,11.63764,2.203,0.479,12.504,1.485,-0.383,11.113,1.531,0.093,11.135,1.916,0.196,11.487,2.0205,0.281,12.215,0.067354222,0.03753457,0.23071047,0.259526919,0.193738407,0.480323298,0
1921,2.02464,0.41038,12.35755,2.874,0.719,12.834,1.579,-0.01,11.495,1.808,0.34975,11.9765,1.938,0.406,12.454,2.299,0.621,12.644,0.11604577,0.052786116,0.145461348,0.340654914,0.229752292,0.381393953,0
1922,2.60435,0.07714,11.67996,3.251,0.382,12.285,1.154,-0.361,11.306,1.9995,-0.00325,11.4,3.018,0.095,11.495,3.1235,0.192,11.88175,0.513930668,0.0393311,0.093290718,0.716889578,0.198320701,0.305435293,1
1923,2.37589,0.55635,11.38985,2.874,1.03,12.285,1.245,-0.241,10.706,1.949,0.403,11.11,2.682,0.576,11.3035,2.814,0.957,11.782,0.250129238,0.147791168,0.212972708,0.500129221,0.384436168,0.461489661,1
1924,2.68285,0.09455,11.04875,3.112,0.575,11.879,1.579,-0.192,10.393,2.67825,-0.094,10.73775,2.873,0.022,11.109,2.876,0.16,11.2685,0.175434448,0.063176848,0.121308208,0.418848955,0.25135005,0.348293278,1
1925,2.50035,0.01078,10.79512,2.705,0.072,11.135,2.203,-0.094,10.538,2.301,-0.024,10.709,2.502,0.022,10.74,2.681,0.046,10.92,0.029658367,0.001192472,0.027261086,0.172216049,0.034532182,0.165109314,1
1926,2.58848,-0.08252,11.04856,3.443,0.094,11.4,1.918,-0.24,10.752,2.298,-0.18825,10.921,2.679,-0.048,11.016,2.868,0,11.207,0.11363613,0.00912259,0.035681446,0.337099584,0.095512248,0.188895332,1
1927,2.62267,0.01661,11.17649,3.545,0.093,11.399,1.904,-0.108,10.921,1.916,-0.003,11.065,2.37,0.018,11.209,3.401,0.084,11.302,0.436088741,0.003283798,0.01576081,0.660370155,0.057304432,0.125542064,1
1928,2.6738,0.02038,11.04086,3.735,0.18,11.493,2.287,-0.19,10.343,2.304,-0.001,10.824,2.658,0.046,11.029,2.8795,0.094,11.4,0.17024092,0.013351216,0.1100072,0.412602618,0.11554746,0.331673334,1
1929,3.56767,-0.0344,10.41716,3.878,0.19,10.824,3.254,-0.335,9.579,3.304,-0.19,10.11275,3.64,-0.048,10.561,3.784,0.094,10.73,0.056104841,0.019261,0.150310614,0.236864605,0.138784005,0.387699129,1
