valorsubv,media_ax,media_ay,media_az,max_ax,max_ay,max_az,min_ax,min_ay,min_az,q1_ax,q1_ay,q1_az,q2_ax,q2_ay,q2_az,q3_ax,q3_ay,q3_az,var_ax,var_ay,var_az,std_ax,std_ay,std_az,nivel_riesgo
1176,-0.03866,0.93051,9.87712,0.286,1.102,10.299,-0.382,0.861,9.399,-0.096,0.862,9.794,-0.012,0.957,9.869,0.004,0.958,9.963,0.013866304,0.00224499,0.030159426,0.117755273,0.047381324,0.173664693,0
1177,-0.09782,0.93404,9.89171,0.19,0.968,10.346,-0.383,0.813,9.574,-0.174,0.9345,9.772,-0.094,0.957,9.957,-0.013,0.957,10.01,0.014340148,0.001768618,0.035926226,0.119750355,0.042054945,0.189542148,0
1178,0.14548,0.91527,9.90054,0.479,0.968,10.346,-0.048,0.768,9.39,0.01,0.8955,9.766,0.186,0.934,9.96,0.19,0.957,9.963,0.02080239,0.002654997,0.044371648,0.144230335,0.051526664,0.210645789,0
1179,0.09915,0.98367,9.95236,0.377,1.054,10.343,-0.145,0.813,9.568,-0.012,0.957,9.891,0.09,0.965,9.971,0.19,1.048,10.153,0.019549488,0.003652061,0.04187985,0.139819482,0.060432285,0.20464567,0
1180,0.04616,0.98579,9.9206,0.286,1.126,10.394,-0.192,0.957,9.58,-0.012,0.96,9.772,0.046,0.962,9.915,0.093,1.004,10.058,0.010562394,0.001628466,0.0434972,0.10277351,0.040354255,0.208559824,0
1181,0.05091,0.98421,9.92705,0.287,1.102,10.369,-0.198,0.861,9.579,-0.003,0.958,9.77,0.02,0.958,9.9655,0.058,1.051,9.986,0.008879582,0.005273106,0.053034628,0.094231533,0.072616155,0.230292483,0
1182,0.10509,0.99685,9.9063,0.382,1.054,10.357,-0.006,0.955,9.579,0.046,0.957,9.772,0.094,0.983,9.96,0.144,1.042,9.965,0.007890322,0.001735268,0.02665621,0.088827484,0.041656542,0.163267296,0
1183,0.29775,0.99338,10.13847,0.763,1.102,10.441,-0.043,0.861,9.58,0.19,0.958,9.963,0.287,0.96,10.152,0.383,1.0495,10.346,0.044237248,0.002873936,0.055650329,0.210326526,0.0536091,0.23590322,0
1184,0.24606,1.0911,10.12126,0.575,1.15,10.345,-0.192,0.958,9.582,-0.001,1.048,9.957,0.287,1.126,10.159,0.573,1.138,10.343,0.079096476,0.00468427,0.049195912,0.281240958,0.068441727,0.221801516,0
1185,0.54866,0.96354,9.87526,0.861,1.154,10.227,0.096,0.765,9.483,0.382,0.81525,9.582,0.634,0.958,9.963,0.754,1.126,10.058,0.067889684,0.021519688,0.055462912,0.26055649,0.146695905,0.235505653,0
1186,0.70629,1.05451,9.98824,1.15,1.15,10.346,0.19,0.91,9.365,0.525,0.962,9.772,0.742,1.065,10.01,0.862,1.126,10.165,0.072273646,0.00654979,0.071161142,0.268837583,0.080930772,0.266760459,0
1187,0.89643,0.95676,9.90294,1.244,1.15,10.335,0.406,0.771,9.209,0.765,0.837,9.674,0.861,0.956,9.963,0.958,1.0705,10.105,0.036495225,0.017436942,0.069957696,0.191037235,0.132049015,0.264495173,0
1188,0.98215,0.84369,9.89765,1.485,0.98,10.34,0.742,0.765,9.556,0.765,0.777,9.591,0.958,0.813,9.867,1.148,0.885,9.962,0.051256748,0.005291234,0.066905147,0.226399531,0.072740868,0.258660294,0
1189,1.00357,0.82247,9.99205,1.244,0.957,10.49,0.754,0.765,9.591,0.861,0.766,9.861,1.042,0.789,9.939,1.147,0.873,10.143,0.027942805,0.005273769,0.041307588,0.167161015,0.072620721,0.203242681,0
1190,1.3863,0.61581,9.86268,1.579,0.955,10.156,1.004,0.382,9.556,1.244,0.383,9.867,1.509,0.634,9.915,1.534,0.768,9.915,0.02870875,0.040123854,0.028094958,0.169436566,0.200309395,0.167615505,0
1191,1.61369,0.31243,9.92819,2.203,0.388,10.155,1.244,0.094,9.591,1.37625,0.286,9.772,1.561,0.347,9.963,1.819,0.382,9.986,0.071959174,0.005929945,0.023242654,0.268252072,0.077006137,0.152455416,0
1192,2.36842,0.15772,10.11217,3.042,0.575,10.635,1.534,-0.048,9.585,2.108,-0.001,9.96275,2.322,0.065,10.152,2.708,0.394,10.251,0.159785924,0.041775502,0.060239501,0.399732315,0.204390561,0.245437367,1
1193,2.54191,0.52111,10.32715,3.256,0.742,10.727,1.913,0.377,9.772,2.3355,0.478,10.249,2.489,0.479,10.343,2.682,0.576,10.537,0.090378342,0.011557538,0.050724788,0.300629909,0.10750599,0.225221641,1
1194,2.38637,0.40682,10.15766,3.16,0.575,10.724,1.7,0.042,9.772,2.1065,0.32225,9.963,2.489,0.478,10.152,2.682,0.573,10.323,0.147735653,0.035407548,0.048316184,0.384363959,0.188168934,0.219809427,1
1195,2.53093,0.16096,10.23777,3.257,0.383,10.632,1.555,0.042,9.772,2.29675,0.094,10.01,2.585,0.186,10.322,2.97,0.193,10.348,0.202502905,0.009048938,0.049178037,0.450003228,0.095125908,0.221761216,0
1196,2.52532,0.33961,9.99387,3.254,0.479,10.538,1.82,0.144,9.568,1.918,0.24,9.77,2.681,0.335,9.951,3.066,0.397,10.165,0.270224958,0.010144158,0.062705193,0.519831663,0.10071821,0.25041005,0
1197,2.32141,0.45123,9.92965,3.018,0.575,10.201,1.34,0.382,9.582,1.921,0.383,9.866,2.491,0.394,9.939,2.676,0.573,9.963,0.172717242,0.007220337,0.015202108,0.415592639,0.084972567,0.123296827,0
1198,2.25706,0.65394,9.70909,2.681,0.765,9.951,1.921,0.551,9.387,2.012,0.573,9.579,2.203,0.576,9.674,2.40025,0.753,9.772,0.071983136,0.007507476,0.018350342,0.268296732,0.086645695,0.135463434,0
1199,2.31697,0.38216,9.76273,2.687,0.753,10.323,1.341,0.094,9.222,2.20225,0.19,9.629,2.394,0.382,9.772,2.491,0.573,9.867,0.093489789,0.041118594,0.054831217,0.305761,0.202777204,0.234160665,1
1200,2.30048,0.25561,10.12479,2.682,0.575,10.369,1.521,-0.085,9.579,2.194,-0.006,9.951,2.304,0.214,10.323,2.635,0.573,10.343,0.12133003,0.057455858,0.079380006,0.348324604,0.239699516,0.281744576,1
1201,1.95775,0.58572,9.95693,2.679,0.766,10.535,1.525,0.19,9.483,1.819,0.38725,9.574,1.916,0.575,9.64,2.108,0.754,10.369,0.088052428,0.030995222,0.169462145,0.296736293,0.176054598,0.411657801,0
1202,2.0641,0.18964,10.10105,2.684,0.43,10.441,1.485,-0.012,9.574,1.921,0,9.957,1.938,0.19,10.061,2.3185,0.359,10.346,0.13745617,0.02831071,0.066296327,0.370750819,0.168257869,0.257480732,0
1203,1.93601,0.14455,10.12923,2.729,0.214,10.393,1.341,-0.006,9.722,1.509,0.106,10.01,1.868,0.168,10.153,2.322,0.19,10.27325,0.23004693,0.003632928,0.037537797,0.479632078,0.060273771,0.193746734,0
1204,1.80425,0.20748,10.29793,2.658,0.383,10.824,0.958,-0.048,9.951,1.521,0.186,10.19125,1.831,0.192,10.34,2.024,0.335,10.34875,0.133896008,0.01273595,0.032576625,0.365918034,0.112853665,0.180489958,0
1205,1.28044,-0.02548,10.17347,2.287,0.022,10.634,0.394,-0.144,9.686,0.955,-0.048,9.968,1.149,-0.012,10.153,1.555,0.01,10.526,0.221806066,0.00178853,0.073508589,0.470962914,0.042291011,0.271124674,0
1206,1.20516,-0.15513,10.32975,1.915,-0.006,10.74,0.021,-0.361,9.974,1.148,-0.19575,10.155,1.329,-0.12,10.345,1.521,-0.094,10.489,0.221679874,0.009702913,0.041024828,0.470828923,0.098503366,0.202545865,0
1207,1.58868,-0.01044,10.33423,2.633,0.046,10.73,0.377,-0.096,9.915,1.151,-0.037,10.15275,1.509,-0.0005,10.346,1.916,0.022,10.526,0.253246378,0.001154146,0.049819497,0.503235907,0.03397273,0.223202816,0
1208,1.8896,0.01744,10.52634,2.681,0.12,10.776,0.765,-0.096,9.939,1.485,-0.012,10.357,1.868,0.001,10.561,2.299,0.072,10.727,0.29634376,0.003093826,0.039717284,0.54437465,0.055622175,0.199291958,0
1209,1.80172,-0.21423,10.48323,2.729,0.12,10.932,0.813,-0.385,9.939,1.34475,-0.382,10.332,1.783,-0.2165,10.441,2.156,-0.096,10.587,0.261463002,0.025939317,0.069607837,0.51133453,0.161056875,0.263832972,0
1210,1.85645,-0.13856,10.37828,2.676,0.09,11.113,1.054,-0.383,9.867,1.627,-0.195,10.01,1.819,-0.192,10.339,2.156,-0.003,10.634,0.163852048,0.017333246,0.131690202,0.404786422,0.131655788,0.362891446,0
1211,2.08813,-0.0294,10.18093,2.778,0.094,10.915,1.53,-0.216,9.483,1.724,-0.096,9.9615,1.909,-0.023,10.156,2.492,0.046,10.472,0.179978493,0.00805154,0.104254085,0.424238722,0.089730374,0.322884012,0
1212,2.32946,-0.1214,9.96869,3.07,0.142,10.537,1.154,-0.287,9.574,2.202,-0.1905,9.775,2.394,-0.1655,9.866,2.682,-0.066,10.101,0.167770548,0.00927696,0.049766074,0.409598033,0.096316977,0.22308311,1
1213,2.08649,-0.07706,10.15133,3.259,-0.001,10.727,1.148,-0.192,9.772,1.675,-0.097,9.957,2.106,-0.049,10.155,2.492,-0.043,10.299,0.24474613,0.003188316,0.063105001,0.494718233,0.056465179,0.251207088,0
1214,2.47338,-0.06937,9.86411,3.826,0.186,10.682,1.509,-0.287,9.185,1.921,-0.102,9.574,2.502,-0.0485,9.782,2.682,-0.006,10.117,0.284972176,0.007006033,0.127271998,0.533827852,0.08370205,0.356752012,1
1215,1.53892,0.02174,10.20444,2.681,0.286,11.111,0.527,-0.216,9.388,1.1165,-0.015,9.962,1.394,0.022,10.249,2.109,0.094,10.537,0.456114534,0.009249672,0.195556306,0.67536252,0.096175217,0.442217488,0
1216,1.65084,0.44049,9.66749,2.682,0.742,10.514,0.573,0.094,9.195,1.184,0.38275,9.201,1.7355,0.394,9.5915,2.00025,0.575,9.974,0.400230494,0.02584707,0.18263075,0.632637728,0.160770239,0.427353191,0
1217,1.44491,0.47015,9.84942,2.299,0.765,10.442,0.478,0.382,9.185,0.777,0.388,9.58,1.543,0.481,9.773,1.724,0.525,10.149,0.263439842,0.006938988,0.134055764,0.513263911,0.083300585,0.366136264,0
1218,1.34754,0.24771,10.21648,1.796,0.388,10.73,0.958,0.022,9.58,1.186,0.1095,10.0355,1.244,0.287,10.335,1.53,0.383,10.351,0.060408248,0.017797666,0.10576449,0.245780895,0.133407893,0.325214529,0
1219,0.74534,0.33938,9.92346,1.904,0.383,10.734,0.094,0.189,9.387,0.359,0.287,9.568,0.527,0.371,9.903,1.151,0.382,10.34525,0.286360464,0.003972576,0.166958568,0.535126587,0.063028371,0.408605639,0
1220,0.29907,0.24918,10.14705,0.813,0.383,10.543,-0.379,0.094,9.77,0.19,0.19,9.986,0.196,0.1925,10.136,0.382,0.359,10.335,0.096494245,0.007334848,0.040676227,0.310635228,0.085643725,0.201683483,0
1221,0.49785,0.14418,9.88098,0.885,0.359,10.348,-0.043,0.012,9.387,0.287,0.045,9.579,0.569,0.154,9.794,0.765,0.202,10.251,0.073937168,0.010970168,0.09593586,0.271913897,0.104738568,0.309735144,0
1222,0.15215,0.29045,9.9139,0.754,0.383,10.143,-0.096,0.144,9.748,-0.022,0.19,9.866,0.094,0.335,9.867,0.286,0.38,9.96,0.042498888,0.008233208,0.00911083,0.206152583,0.090737024,0.095450668,0
1223,0.36198,0.11574,10.12683,0.765,0.202,10.442,-0.096,0.01,9.772,0.189,0.094,10.01,0.383,0.096,10.131,0.597,0.168,10.309,0.06426428,0.003004112,0.031884961,0.253504003,0.054809784,0.178563605,0
1224,0.34013,0.11349,10.17553,0.958,0.214,10.357,-0.037,-0.096,9.963,0.19,0.046,10.14975,0.293,0.144,10.153,0.388,0.19,10.335,0.053861813,0.00846429,0.015978649,0.232081479,0.092001576,0.126406681,0
1225,0.67537,0.08758,9.67666,1.016,0.335,10.191,-0.181,-0.001,9.198,0.39125,0.042,9.483,0.768,0.046,9.577,0.9725,0.094,9.915,0.131759193,0.007968464,0.055485224,0.362986492,0.089266251,0.235553018,0
1226,-0.03319,0.23372,9.99879,0.695,0.383,10.824,-0.481,0.024,9.387,-0.193,0.103,9.52575,-0.001,0.238,10.059,-0.001,0.377,10.537,0.082460254,0.018379242,0.232751446,0.287158935,0.135570062,0.482443205,0
1227,-0.22872,0.29713,10.16309,0.38,0.383,10.538,-0.503,0.186,9.585,-0.431,0.196,9.939,-0.265,0.334,10.177,-0.025,0.38,10.357,0.058261862,0.007680713,0.068082562,0.24137494,0.087639678,0.260926353,0
1228,0.36438,0.33211,9.82753,0.958,0.573,10.441,-0.192,0.094,9.291,0.24,0.286,9.579,0.382,0.371,9.676,0.576,0.37775,10.369,0.088487596,0.010621498,0.162725569,0.297468646,0.103060652,0.403392574,0
1229,-0.48612,0.38298,10.0225,0.045,0.527,10.441,-0.96,0.286,9.399,-0.762,0.353,9.77,-0.72,0.383,9.965,-0.168,0.383,10.335,0.125464926,0.00463826,0.07694257,0.354210284,0.068104769,0.277385238,0
1230,-0.21217,0.25604,10.11377,0.09,0.383,10.348,-0.395,0.046,9.77,-0.2875,0.096,9.95625,-0.193,0.286,10.153,-0.192,0.377,10.346,0.019391641,0.014641498,0.045006997,0.139253873,0.121002059,0.212148526,0
1231,-0.26155,0.36635,10.01273,0.09,0.525,10.724,-0.778,0.286,9.579,-0.527,0.359,9.866,-0.216,0.371,9.963,-0.11625,0.383,10.143,0.061770328,0.002337388,0.065655657,0.248536371,0.048346536,0.256233599,0
1232,-0.04157,0.37564,9.64887,0.765,0.525,10.064,-0.386,0.186,9.201,-0.337,0.383,9.531,-0.012,0.3855,9.722,0.072,0.388,9.772,0.091899885,0.00646251,0.070206233,0.303149938,0.080389741,0.264964588,0
1233,-0.16457,0.44621,9.84548,0.765,0.575,10.718,-0.957,0.19,9.207,-0.575,0.371,9.585,-0.192,0.383,9.9145,0.186,0.575,10.059,0.207243905,0.012290926,0.11949449,0.455240491,0.110864448,0.34567975,0
1234,0.25435,0.34908,10.1263,0.789,0.575,10.718,-0.957,0.18,9.579,-0.00025,0.287,9.963,0.388,0.359,10.058,0.671,0.385,10.299,0.201539008,0.011896814,0.05250703,0.448930961,0.109072515,0.229144125,0
1235,0.56598,0.50479,10.18272,1.148,0.579,10.73,-0.198,0.382,9.674,0.4015,0.43,9.957,0.569,0.527,10.155,0.76,0.573,10.537,0.07975886,0.005117966,0.092360582,0.282416111,0.07153996,0.303908838,0
1236,0.54453,0.45701,9.95311,1.148,0.585,10.718,0.093,0.335,9.194,0.383,0.382,9.674,0.573,0.43,9.987,0.754,0.527,10.34,0.063880989,0.00666599,0.148676118,0.252746887,0.081645514,0.385585422,0
1237,0.70064,0.44875,9.88448,1.054,0.579,10.682,0.046,0.335,9.267,0.575,0.383,9.676,0.76,0.406,9.772,0.861,0.479,10.155,0.04507277,0.005117208,0.10352167,0.212303487,0.071534659,0.321747835,0
1238,0.78709,0.46496,10.0383,1.521,0.563,10.682,-0.195,0.383,9.195,0.645,0.43,9.85375,0.766,0.479,10.058,1.1485,0.501,10.323,0.196840942,0.001752018,0.11172771,0.443667603,0.041857119,0.334256952,0
1239,1.01435,0.43427,10.15902,1.904,0.672,10.734,0.19,0.19,9.766,0.575,0.371,9.965,0.967,0.406,10.155,1.521,0.573,10.299,0.206138148,0.015114877,0.04373402,0.454024391,0.122942576,0.209126803,0
1240,1.19557,0.37284,9.91046,2.301,0.573,10.73,0.19,0.192,9.173,0.777,0.371,9.62825,1.34,0.382,9.963,1.527,0.382,10.158,0.279371425,0.003467554,0.169692868,0.528555981,0.058885944,0.411937942,0
1241,1.43967,0.31814,9.82789,2.492,0.478,10.73,0.765,0.094,9.198,0.968,0.286,9.579,1.485,0.377,9.965,1.627,0.394,10.01,0.231553961,0.01629932,0.134055358,0.481200541,0.127668792,0.36613571,0
1242,1.7779,0.30202,10.45052,2.299,0.479,11.303,0.861,0.094,9.772,1.485,0.202,10.07,1.913,0.335,10.394,2.109,0.382,10.776,0.14238801,0.01136182,0.16526433,0.377343358,0.106591836,0.406527157,0
1243,1.97012,0.16588,9.97089,3.066,0.38,10.73,0.43,0.022,9.291,1.245,0.094,9.484,2.304,0.144,9.939,2.67725,0.19,10.466,0.600843026,0.013283066,0.237709178,0.775140649,0.115252183,0.487554282,0
1244,1.40669,0.22315,10.03658,2.587,0.478,10.538,0.43,-0.048,9.101,0.777,0.048,9.962,1.527,0.251,10.154,1.904,0.371,10.335,0.439535494,0.025764348,0.168408264,0.662974731,0.160512764,0.410375759,0
1245,1.64006,0.21081,10.08318,2.322,0.525,10.921,0.382,-0.096,9.01,1.39525,-0.012,9.674,1.6985,0.192,10.251,2.304,0.394,10.734,0.450038476,0.050246354,0.377198108,0.670849071,0.224156985,0.614164561,0
1246,1.26909,0.3275,10.17185,2.322,0.383,10.538,0.38,0.189,9.579,0.813,0.286,9.99275,1.172,0.371,10.3315,1.721,0.382,10.441,0.325081162,0.00498447,0.094420648,0.570158892,0.070600779,0.307279429,0
1247,1.2468,0.18387,10.25831,2.322,0.38,10.734,0.575,-0.012,9.724,0.765,0,10.14425,0.957,0.287,10.299,1.819,0.311,10.351,0.40366694,0.025301693,0.082995654,0.635347889,0.159065059,0.288089663,0
1248,1.66969,0.2497,10.11543,2.394,0.394,10.734,0.575,0,9.58,1.341,0.19,9.962,1.91,0.286,9.986,2.01,0.382,10.357,0.245559274,0.01802543,0.138555505,0.495539377,0.134258817,0.372230446,0
1249,0.92054,0.29017,10.16138,1.436,0.669,10.549,0.479,0.19,9.769,0.754,0.193,9.968,0.9095,0.202,10.154,1.1485,0.382,10.439,0.079113928,0.015642241,0.067850316,0.281271983,0.125068945,0.260480931,0
1250,1.57531,0.43481,10.13145,2.495,0.766,10.734,0.479,0.022,9.339,1.151,0.19,9.769,1.915,0.3585,10.3455,1.916,0.765,10.444,0.334861934,0.086441314,0.184682308,0.578672562,0.294009037,0.429746795,0
1251,1.90873,0.4262,10.2274,2.682,0.719,10.682,1.34,0.19,9.769,1.627,0.377,9.968,1.819,0.388,10.184,2.202,0.527,10.537,0.139524697,0.01632096,0.0586582,0.373530048,0.127753513,0.24219455,0
1252,2.88511,0.29739,9.76847,3.158,0.765,10.059,2.537,-0.048,9.579,2.687,0,9.591,2.778,0.196,9.772,3.054,0.5655,9.915,0.036777438,0.088230278,0.023985669,0.191774445,0.297035819,0.154873074,1
1253,2.7642,-0.16119,10.03336,3.063,0.048,10.71,2.106,-0.385,9.58,2.492,-0.361,9.77,2.876,-0.1895,9.864,3.042,0.022,10.49,0.10018036,0.028149134,0.14480763,0.316512812,0.167777036,0.380535978,1
1254,2.92608,-0.22964,9.69855,3.543,0,10.538,2.298,-0.395,9.243,2.585,-0.373,9.388,2.9925,-0.181,9.588,3.25075,-0.097,9.867,0.134849354,0.01794559,0.136144468,0.3672184,0.133961153,0.368977598,1
1255,3.34225,0.10865,9.96731,3.64,0.377,10.156,2.874,-0.048,9.772,3.256,-0.012,9.867,3.352,0,9.963,3.44475,0.232,9.986,0.045615028,0.024955148,0.013330914,0.213576749,0.157971983,0.115459577,1
1256,3.28849,0.20702,9.73291,4.167,0.383,10.159,2.549,-0.024,9.291,2.658,0.022,9.387,3.4225,0.192,9.5765,3.843,0.371,10.153,0.34973365,0.02419666,0.112306502,0.591382829,0.155552755,0.335121623,1
1257,3.01728,-0.0146,10.08248,3.459,0.286,10.535,2.635,-0.382,9.579,2.705,-0.1165,9.77,3.017,0.022,10.247,3.371,0.19,10.346,0.100575502,0.042384,0.09872243,0.317136409,0.205873748,0.314201257,1
1258,3.16342,-0.2996,9.75748,3.634,-0.169,10.343,3.019,-0.385,9.195,3.06,-0.382,9.5965,3.0685,-0.289,9.939,3.254,-0.195,9.986,0.029625724,0.00656548,0.11435233,0.172121247,0.08102765,0.338160213,1
1259,3.16036,0.55697,10.01339,3.45,0.766,10.538,2.705,-0.048,9.585,3.018,0.383,9.772,3.064,0.671,10.058,3.447,0.76,10.2615,0.05292469,0.065876649,0.066213758,0.230053669,0.256664468,0.257320341,1
1260,3.31094,0.56399,10.19122,3.64,0.765,10.441,2.885,0.281,9.82,3.06675,0.383,10.064,3.377,0.575,10.153,3.495,0.742,10.335,0.059582596,0.02772985,0.023491192,0.244095466,0.166522821,0.153268365,1
1261,3.27817,0.58957,10.2933,3.808,0.765,10.775,3.018,0.385,9.722,3.1595,0.385,9.90925,3.254,0.671,10.348,3.4475,0.754,10.73,0.043388581,0.024271325,0.15740289,0.208299259,0.155792571,0.396740331,1
1262,3.4536,0.55781,10.21875,4.024,0.861,10.538,3.088,0.377,9.58,3.25475,0.382,10.227,3.448,0.525,10.323,3.543,0.766,10.345,0.0839217,0.033773914,0.068988648,0.289692423,0.183776805,0.262656901,1
1263,3.24331,0.41925,10.25597,4.018,0.789,10.731,2.681,0.144,9.568,2.873,0.19,10.153,3.2565,0.383,10.345,3.495,0.573,10.526,0.154785094,0.043022748,0.136957569,0.393427368,0.207419255,0.370077788,1
1264,3.45244,0.50237,10.11521,4.022,0.669,10.731,3.018,0.394,9.68,3.07,0.478,9.772,3.401,0.479,9.9595,3.8125,0.5645,10.58,0.127088186,0.003981893,0.146439486,0.356494301,0.063102243,0.382674125,1
1265,2.92167,0.5069,10.40754,3.352,0.621,11.113,2.488,0.383,9.574,2.753,0.478,9.963,2.97,0.479,10.489,3.088,0.573,10.7535,0.060621001,0.00600685,0.238388048,0.246213324,0.077503871,0.488249986,1
1266,2.87656,0.63129,10.59333,3.831,0.766,10.918,2.202,0.573,9.77,2.395,0.576,10.543,3.005,0.579,10.728,3.262,0.719,10.824,0.235984966,0.005390526,0.117090861,0.485782839,0.073420201,0.342185419,1
1267,2.92181,0.67857,10.40268,4.238,0.789,10.776,1.82,0.569,9.58,2.203,0.5825,10.248,3.0645,0.669,10.514,3.449,0.768,10.682,0.503189154,0.007438165,0.094005758,0.709358269,0.086244798,0.306603584,1
1268,2.52789,0.72028,10.63431,4.238,0.957,11.209,1.915,0.572,9.722,2.108,0.669,10.537,2.4175,0.719,10.634,2.85,0.766,10.86,0.292650618,0.010205182,0.126049994,0.54097192,0.101020699,0.355035201,1
1269,3.14165,0.76513,10.35347,4.167,0.777,11.114,2.394,0.742,9.591,2.97,0.765,10.345,3.066,0.765,10.345,3.076,0.766,10.537,0.129742768,2.58531E-05,0.108722809,0.360198234,0.005084594,0.32973142,1
1270,2.44471,0.68326,10.51107,3.163,0.957,11.113,1.531,0.406,10.01,2.108,0.551,10.33575,2.394,0.719,10.49,2.97,0.813,10.49,0.210361066,0.032204952,0.086022425,0.458651355,0.179457383,0.293295798,1
1271,2.98857,0.7105,10.09228,3.262,0.777,10.724,2.322,0.563,9.674,2.874,0.67175,9.962,3.018,0.754,10.156,3.07,0.7555,10.249,0.030967545,0.00464503,0.039808962,0.175975979,0.068154457,0.199521832,1
1272,3.11164,0.66176,9.74696,4.024,0.754,10.92,1.485,0.478,8.237,2.635,0.579,8.812,3.054,0.671,9.577,3.82,0.719,10.873,0.43052339,0.004978062,0.867693238,0.656142813,0.070555385,0.931500531,1
1273,-0.66499,0.4505,10.17328,1.34,0.98,12.075,-1.528,-0.024,8.435,-1.341,0.359,9.005,-0.96,0.388,10.442,-0.17025,0.575,10.82,0.61218369,0.09043095,0.936464902,0.782421683,0.300717392,0.967711166,0
1274,0.86676,0.93984,11.88389,2.293,1.244,13.029,-0.666,0.671,10.369,-0.385,0.754,10.752,1.076,0.861,12.121,1.819,1.15175,12.981,1.076267222,0.036947654,1.025810278,1.037432997,0.192217727,1.012822925,0
1275,1.6742,0.87696,10.81741,2.301,1.15,11.207,1.144,0.573,10.249,1.389,0.765,10.73,1.629,0.957,10.74,2.084,0.958,11.016,0.15406566,0.017909498,0.033897942,0.392511987,0.133826374,0.184113937,0
1276,2.42519,0.78552,10.36635,2.682,0.958,10.734,1.531,0.573,10.155,2.30275,0.754,10.249,2.491,0.7695,10.345,2.635,0.838,10.348,0.082123854,0.00984393,0.023037928,0.286572598,0.099216579,0.151782501,1
1277,2.34447,0.72032,10.14612,2.682,0.825,10.369,1.918,0.573,9.951,2.012,0.651,9.9615,2.3,0.765,10.201,2.64375,0.766,10.346,0.083452409,0.007257918,0.034094646,0.288881306,0.085193413,0.184647355,1
1278,1.83271,0.70435,10.23877,2.585,0.768,10.46,1.34,0.576,9.962,1.537,0.6705,10.153,1.628,0.671,10.249,2.31,0.765,10.369,0.174324166,0.003674768,0.019049337,0.417521456,0.060619861,0.138019336,0
1279,2.31209,0.74513,9.86761,2.874,0.813,10.203,1.675,0.669,9.388,1.91725,0.76225,9.698,2.2985,0.765,9.915,2.682,0.766,9.986,0.166027042,0.001872533,0.048041918,0.40746416,0.043272776,0.219184666,1
1280,1.86028,0.50862,9.79455,2.299,0.763,10.343,1.335,0.394,9.579,1.74125,0.478,9.582,1.915,0.478,9.769,1.938,0.551,9.867,0.055786342,0.003947876,0.046558507,0.236191324,0.062832122,0.215774205,0
1281,2.04626,0.46005,9.89119,2.304,0.575,9.96,1.723,0.18,9.65,1.747,0.382,9.859,2.106,0.4545,9.917,2.299,0.573,9.951,0.055762172,0.012680848,0.005126094,0.236140154,0.112609269,0.071596745,0
1282,2.09451,0.2866,10.23032,2.301,0.478,10.824,1.868,0.094,9.77,1.916,0.19,9.95925,2.106,0.359,10.249,2.29425,0.383,10.45325,0.02461535,0.01819766,0.117302578,0.156892797,0.134898703,0.342494639,0
1283,2.99224,0.42966,9.96961,3.443,0.575,10.155,2.304,0.335,9.591,2.78,0.37925,9.921,3.042,0.383,9.957,3.16,0.473,10.008,0.078780302,0.006990884,0.011205718,0.28067829,0.083611509,0.105857064,1
1284,2.49578,0.40876,10.16546,2.873,0.572,10.357,2.293,0.371,9.939,2.371,0.382,10.058,2.491,0.388,10.153,2.51575,0.406,10.308,0.021812352,0.001811222,0.020164608,0.147690052,0.042558459,0.142002142,1
1285,2.68779,0.49572,10.0996,3.064,0.754,10.346,1.915,0.383,9.77,2.679,0.383,9.96,2.681,0.4785,10.07,2.874,0.576,10.299,0.075133306,0.011561722,0.03002804,0.274104553,0.107525446,0.173286006,1
1286,2.73986,0.24015,10.24312,3.826,0.383,10.724,1.962,0.19,9.58,2.296,0.192,9.769,2.635,0.192,10.3415,3.23825,0.286,10.676,0.2758119,0.005110868,0.192513966,0.52517797,0.071490332,0.438764134,1
1287,2.74481,0.09872,10.21348,3.64,0.334,10.634,2.202,-0.001,9.626,2.394,0.022,9.974,2.681,0.049,10.227,2.982,0.192,10.346,0.160229174,0.009126162,0.07413941,0.400286365,0.095530946,0.27228553,1
1288,2.60688,-0.06766,10.03956,3.256,0.094,10.249,2.118,-0.204,9.674,2.304,-0.187,9.962,2.587,-0.0185,10.058,2.81925,0,10.153,0.110383446,0.008194904,0.019634406,0.332240042,0.090525711,0.140122826,1
1289,2.5032,0.28787,8.88176,3.305,0.742,10.064,0.046,-0.389,8.047,2.205,-0.012,8.24,2.696,0.3825,8.813,3.061,0.671,9.219,0.61648412,0.137559433,0.394608862,0.785165027,0.370890055,0.628179005,1
1290,-1.46844,0.24768,10.30849,0.046,0.861,12.215,-2.295,-0.481,9.004,-1.964,-0.289,9.58,-1.536,0.385,9.962,-1.22725,0.766,10.981,0.400359006,0.254087778,0.77093107,0.632739288,0.504071203,0.878026805,0
1291,1.00671,0.3286,11.00261,1.712,0.768,12.406,-1.007,0,9.856,0.55,0.093,10.143,1.34,0.25,10.706,1.521,0.576,12.179,0.492438046,0.07264676,0.917144398,0.701739301,0.269530629,0.957676562,0
1292,2.17449,0.35726,9.97769,2.825,0.766,10.825,1.677,-0.024,9.197,1.892,0.18,9.574,2.109,0.365,9.963,2.397,0.573,10.33825,0.13130943,0.058271352,0.243675734,0.36236643,0.241394599,0.493635224,0
